"judul","alamat","kamar","rumah","lahan","harga","lat","lng"
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03115231361192,110.455986403744
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02853742039902,110.425178440224
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99839713453708,110.428443594593
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98042031913045,110.419872742203
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99789442355394,110.468083765213
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.966326251221,110.414298392477
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.637680666757,111.548078406284
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98813703448718,110.344205574611
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06353671823125,110.325018528675
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06426801337962,110.326089493714
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00692537182169,110.413351470647
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02130662498245,110.466237034093
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06469433481348,110.324300532227
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07751153935159,110.421435207952
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99689530676631,110.333598092503
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06436226588356,110.324690911141
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07115582744761,110.449582884198
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.06945337988993,110.449451306508
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24562726854805,110.432708506164
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.0644779405455,110.324942664863
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.0803948533156,110.413049830476
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03611070691754,110.457894086074
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03714301627043,110.457599202698
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03729472143861,110.458298780299
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03752990952979,110.45713379569
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04095565650724,110.339013069574
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00793191478895,110.494931098194
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01549407014297,110.483387238045
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05355488437537,110.317767250091
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07745124722384,110.421433122082
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03224567274515,110.457012680303
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02809829382505,110.42469416926
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99822342272309,110.430094077972
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98073161200414,110.42000729556
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99807889735209,110.468557390175
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.9662922853037,110.412794453103
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63766394333979,111.548722485308
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98685779041259,110.342977887987
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06405121114346,110.325909408502
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06413524983599,110.325448086073
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00869431211445,110.412765492709
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02144925011782,110.466133161177
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.0645523092403,110.324836210557
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07770949347263,110.421737027116
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99580347681027,110.332594078757
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06367663292316,110.325418091549
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07039657704656,110.448919732993
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07052125474529,110.449061757784
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24574583926557,110.432215358169
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06539104302283,110.325339377969
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.08067828628588,110.414031536755
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03707689609338,110.458067252933
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03747571052664,110.458744491603
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03620734487434,110.458234985726
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03756542555435,110.458122390583
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03969316291595,110.339054080827
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00780234768689,110.494680947619
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01467536471598,110.484434478277
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05364399696683,110.317779434575
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07753388928035,110.422020907937
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03171726050646,110.456873686388
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02805089130718,110.425587465423
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99812932035067,110.430032459737
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.97961078717773,110.420452080273
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99778600325877,110.467653203856
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96667659492197,110.414274007002
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63771456650709,111.547944721478
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98833642413069,110.342839621645
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06432190869664,110.325622284891
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06497295713573,110.325083295157
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00773785920227,110.413306364069
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02066910704453,110.464973588569
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06517187837892,110.325031439891
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07802120163796,110.422189714066
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99625684744474,110.33360668202
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06377178638623,110.325288854688
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.06978186358961,110.448846508102
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.0696141426442,110.448867087214
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24548162631497,110.431831976299
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06360766604132,110.32559944808
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.08016711021149,110.412596353998
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.0367181619574,110.458977180902
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03719853758818,110.458781047316
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03717655073718,110.457616325142
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03783115139889,110.457915974476
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04029437390873,110.338481898084
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00715391317271,110.49479325995
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.0159873984321,110.483908346436
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05384327970661,110.317609466546
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07847157755,110.420747157703
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03080033185145,110.457070694638
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02802963138837,110.42553338259
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99698344872865,110.428557074247
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98061655524633,110.419704952953
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99957203097338,110.468248851674
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96683236375136,110.413716158509
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63671181366099,111.547194280128
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98850578783799,110.343121296595
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06471483081076,110.324910348667
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.0650580293416,110.325490405997
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00868408287894,110.413294030524
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02144790501049,110.465550018069
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06537814340004,110.326128977157
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07837822713416,110.420589282188
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.9970907417818,110.333732577918
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06416743592088,110.324796976461
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07103779593606,110.449378385429
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07117665459819,110.448698256965
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24668619180556,110.431279913256
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06374711886243,110.324472237283
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07969150519585,110.412639715504
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03623798822478,110.457434900219
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03590691925266,110.458705785194
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03766400071007,110.45707722852
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.0376731163413,110.457817981815
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03970233677765,110.33962871202
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00732684946694,110.494127571328
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.0159811401898,110.483919302003
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05242926218903,110.316637439989
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07734121869616,110.421304262131
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03108073629437,110.457176530934
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02853817834007,110.424933844838
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99861392629725,110.42966797994
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98153306896034,110.420486192285
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99881588321155,110.467329099019
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96714541334251,110.413797378082
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63744982577692,111.547097124696
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98785066811621,110.344379004256
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06408144199857,110.324684493728
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06539739614734,110.325990147189
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00809043380497,110.412427543631
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02063406584127,110.465208088425
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06383658232595,110.325901498894
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07835450119005,110.420524005115
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99649202779476,110.332052386958
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06379422915968,110.325468512624
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.0699257527537,110.450504108163
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07078630685199,110.449271339273
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24653590335084,110.432224354621
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06410001587737,110.324695319215
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.08099238662356,110.413831172381
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.037803744454,110.458119360107
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03587239094411,110.457144878857
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03780145039183,110.458692029761
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03719441743248,110.457551592931
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03946987247672,110.338842897868
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00766152946074,110.494750984201
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.0154274293026,110.483520737683
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05251179914858,110.317483898952
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07713189138165,110.421429280074
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03171245843916,110.457031132048
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02851486690436,110.424152023623
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99753245246756,110.429524403225
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98026657529202,110.420466366061
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99843295417003,110.468808932715
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96617429319035,110.413941248858
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63739952933108,111.547581265706
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98854119044004,110.344699558275
